form_id,название_формы_ru,категория,source_key,operation,value,полярность,время,стиль,залог,аспект_конструкция,регистр,train_default,пояснение,пример_食べる,flag_negative,flag_past,flag_future,flag_desire,flag_ability,flag_obligation,flag_invitation,flag_command,flag_prohibition,flag_conditional,flag_progressive,flag_passive,flag_causative,flag_causative_passive,flag_polite,flag_te_form,flag_volitional,flag_colloquial,flag_rare,task_flags_ru,task_flags_alt_ru,ru_prompt_strategy,ru_prompt_verb_slot,ru_prompt_template,ru_prompt_alt_template,requires_context,prompt_note_ru,chunk_template_easy,chunk_template_medium,chunk_template_hard,semantic_complexity_1_5,recommended_chunk_level,template_syntax_ru,distractor_strategy,example_iku_easy,example_iku_medium,example_iku_hard,semantic_intent,mode_b_semantic_key,grammar_id,canonical_grammar_id,grammar_label_ru,grammar_pattern,resolver_atomic_pattern,accepted_alternative_grammar_ids,alternative_requires_form_available,alternative_acceptance_note_ru,requires_explicit_grammar_hint,allow_multiple_correct_answers,mode_b_enabled
passive_negative_past,Страдательная (пассивная) форма — отрицательная прошедшая,passive,страдательная_словарная,ichidan_conjugate,negative_past,отрицательная,прошедшее,простая,страдательный,,стандартная,1,,食べられなかった,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,не|пассив|прошлое,,context,ru_passive_hint,{ru_passive_hint},,1,"Пассив в японском часто требует контекста; у некоторых глаголов, например 行く, прямого русского дубля нет.",BASE|PASS_M+NAKATTA,BASE|PASS_M|NAKATTA,BASE|PASS_H|NAKATTA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|karenakatta,行|kare|nakatta,行|ka|re|nakatta,passive,passive|не|пассив|прошлое,passive_negative_past,passive_negative_past,Пассивная форма — отрицательная прошедшая,BASE + PASS_H + NAKATTA,BASE|PASS_H|NAKATTA,,0,,0,0,1
passive_masu,Страдательная (пассивная) форма — вежливая,passive,страдательная_словарная,ichidan_conjugate,masu,утвердительная,непрошедшее,вежливая,страдательный,,стандартная,1,,食べられます,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,пассив|вежливо,,context,ru_passive_hint,{ru_passive_hint},,1,"Пассив в японском часто требует контекста; у некоторых глаголов, например 行く, прямого русского дубля нет.",BASE|PASS_M+MASU,BASE|PASS_M|MASU,BASE|PASS_H|MASU,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|karemasu,行|kare|masu,行|ka|re|masu,passive,passive|пассив|вежливо,passive_masu,passive_masu,Пассивная форма — вежливая,BASE + PASS_H + MASU,BASE|PASS_H|MASU,,0,,0,0,1
passive_masu_past,Страдательная (пассивная) форма — вежливая прошедшая,passive,страдательная_словарная,ichidan_conjugate,masu_past,утвердительная,прошедшее,вежливая,страдательный,,стандартная,1,,食べられました,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,пассив|прошлое|вежливо,,context,ru_passive_hint,{ru_passive_hint},,1,"Пассив в японском часто требует контекста; у некоторых глаголов, например 行く, прямого русского дубля нет.",BASE|PASS_M+MASHITA,BASE|PASS_M|MASHITA,BASE|PASS_H|MASHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|karemashita,行|kare|mashita,行|ka|re|mashita,passive,passive|пассив|прошлое|вежливо,passive_masu_past,passive_masu_past,Пассивная форма — вежливая прошедшая,BASE + PASS_H + MASHITA,BASE|PASS_H|MASHITA,,0,,0,0,1
passive_masu_negative,Страдательная (пассивная) форма — вежливая отрицательная,passive,страдательная_словарная,ichidan_conjugate,masu_negative,отрицательная,непрошедшее,вежливая,страдательный,,стандартная,1,,食べられません,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,не|пассив|вежливо,,context,ru_passive_hint,{ru_passive_hint},,1,"Пассив в японском часто требует контекста; у некоторых глаголов, например 行く, прямого русского дубля нет.",BASE|PASS_M+MASEN,BASE|PASS_M|MASEN,BASE|PASS_H|MASEN,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|karemasen,行|kare|masen,行|ka|re|masen,passive,passive|не|пассив|вежливо,passive_masu_negative,passive_masu_negative,Пассивная форма — вежливая отрицательная,BASE + PASS_H + MASEN,BASE|PASS_H|MASEN,,0,,0,0,1
passive_masu_negative_past,Страдательная (пассивная) форма — вежливая отрицательная прошедшая,passive,страдательная_словарная,ichidan_conjugate,masu_negative_past,отрицательная,прошедшее,вежливая,страдательный,,стандартная,1,,食べられませんでした,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,не|пассив|прошлое|вежливо,,context,ru_passive_hint,{ru_passive_hint},,1,"Пассив в японском часто требует контекста; у некоторых глаголов, например 行く, прямого русского дубля нет.",BASE|PASS_M+MASEN+DESHITA,BASE|PASS_M|MASEN+DESHITA,BASE|PASS_H|MASEN|DESHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|karemasendeshita,行|kare|masendeshita,行|ka|re|masen|deshita,passive,passive|не|пассив|прошлое|вежливо,passive_masu_negative_past,passive_masu_negative_past,Пассивная форма — вежливая отрицательная прошедшая,BASE + PASS_H + MASEN + DESHITA,BASE|PASS_H|MASEN|DESHITA,,0,,0,0,1
causative_nonpast,Побудительная (каузативная) форма,causative,побудительная_словарная,identity,,утвердительная,непрошедшее,простая,побудительный,,стандартная,1,,食べさせる,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,заставить / разрешить,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+RU,BASE|CAUSE_M|RU,BASE|CAUSE_H|RU,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaseru,行|kase|ru,行|ka|se|ru,causative,causative|заставить / разрешить,causative_nonpast,causative_nonpast,Каузативная форма,BASE + CAUSE_H + RU,BASE|CAUSE_H|RU,,0,,0,0,1
causative_past,Побудительная (каузативная) форма — прошедшая,causative,побудительная_словарная,ichidan_conjugate,past,утвердительная,прошедшее,простая,побудительный,,стандартная,1,,食べさせた,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,заставить / разрешить|прошлое,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+TA,BASE|CAUSE_M|TA,BASE|CAUSE_H|TA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaseta,行|kase|ta,行|ka|se|ta,causative,causative|заставить / разрешить|прошлое,causative_past,causative_past,Каузативная форма — прошедшая,BASE + CAUSE_H + TA,BASE|CAUSE_H|TA,,0,,0,0,1
causative_negative,Побудительная (каузативная) форма — отрицательная,causative,побудительная_словарная,ichidan_conjugate,negative,отрицательная,непрошедшее,простая,побудительный,,стандартная,1,,食べさせない,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,не|заставить / разрешить,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+NAI,BASE|CAUSE_M|NAI,BASE|CAUSE_H|NAI,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kasenai,行|kase|nai,行|ka|se|nai,causative,causative|не|заставить / разрешить,causative_negative,causative_negative,Каузативная форма — отрицательная,BASE + CAUSE_H + NAI,BASE|CAUSE_H|NAI,,0,,0,0,1
causative_negative_past,Побудительная (каузативная) форма — отрицательная прошедшая,causative,побудительная_словарная,ichidan_conjugate,negative_past,отрицательная,прошедшее,простая,побудительный,,стандартная,1,,食べさせなかった,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,не|заставить / разрешить|прошлое,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+NAKATTA,BASE|CAUSE_M|NAKATTA,BASE|CAUSE_H|NAKATTA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kasenakatta,行|kase|nakatta,行|ka|se|nakatta,causative,causative|не|заставить / разрешить|прошлое,causative_negative_past,causative_negative_past,Каузативная форма — отрицательная прошедшая,BASE + CAUSE_H + NAKATTA,BASE|CAUSE_H|NAKATTA,,0,,0,0,1
causative_masu,Побудительная (каузативная) форма — вежливая,causative,побудительная_словарная,ichidan_conjugate,masu,утвердительная,непрошедшее,вежливая,побудительный,,стандартная,1,,食べさせます,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,заставить / разрешить|вежливо,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+MASU,BASE|CAUSE_M|MASU,BASE|CAUSE_H|MASU,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kasemasu,行|kase|masu,行|ka|se|masu,causative,causative|заставить / разрешить|вежливо,causative_masu,causative_masu,Каузативная форма — вежливая,BASE + CAUSE_H + MASU,BASE|CAUSE_H|MASU,,0,,0,0,1
causative_masu_past,Побудительная (каузативная) форма — вежливая прошедшая,causative,побудительная_словарная,ichidan_conjugate,masu_past,утвердительная,прошедшее,вежливая,побудительный,,стандартная,1,,食べさせました,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,заставить / разрешить|прошлое|вежливо,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+MASHITA,BASE|CAUSE_M|MASHITA,BASE|CAUSE_H|MASHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kasemashita,行|kase|mashita,行|ka|se|mashita,causative,causative|заставить / разрешить|прошлое|вежливо,causative_masu_past,causative_masu_past,Каузативная форма — вежливая прошедшая,BASE + CAUSE_H + MASHITA,BASE|CAUSE_H|MASHITA,,0,,0,0,1
causative_masu_negative,Побудительная (каузативная) форма — вежливая отрицательная,causative,побудительная_словарная,ichidan_conjugate,masu_negative,отрицательная,непрошедшее,вежливая,побудительный,,стандартная,1,,食べさせません,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,не|заставить / разрешить|вежливо,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+MASEN,BASE|CAUSE_M|MASEN,BASE|CAUSE_H|MASEN,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kasemasen,行|kase|masen,行|ka|se|masen,causative,causative|не|заставить / разрешить|вежливо,causative_masu_negative,causative_masu_negative,Каузативная форма — вежливая отрицательная,BASE + CAUSE_H + MASEN,BASE|CAUSE_H|MASEN,,0,,0,0,1
causative_masu_negative_past,Побудительная (каузативная) форма — вежливая отрицательная прошедшая,causative,побудительная_словарная,ichidan_conjugate,masu_negative_past,отрицательная,прошедшее,вежливая,побудительный,,стандартная,1,,食べさせませんでした,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,не|заставить / разрешить|прошлое|вежливо,,context,ru_causative_hint,{ru_causative_hint},,1,,BASE|CAUSE_M+MASEN+DESHITA,BASE|CAUSE_M|MASEN+DESHITA,BASE|CAUSE_H|MASEN|DESHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kasemasendeshita,行|kase|masendeshita,行|ka|se|masen|deshita,causative,causative|не|заставить / разрешить|прошлое|вежливо,causative_masu_negative_past,causative_masu_negative_past,Каузативная форма — вежливая отрицательная прошедшая,BASE + CAUSE_H + MASEN + DESHITA,BASE|CAUSE_H|MASEN|DESHITA,,0,,0,0,1
causative_passive_nonpast,Побудительно-страдательная (каузативно-пассивная) форма,causative_passive,побудительно_страдательная_словарная,identity,,утвердительная,непрошедшее,простая,побудительно-страдательный,,стандартная,1,,食べさせられる,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,вынужденно,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+RU,BASE|CAUSEPASS_M|RU,BASE|CAUSEPASS_H|RU,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaserareru,行|kaserare|ru,行|ka|se|ra|re|ru,causative_passive,causative_passive|вынужденно,causative_passive_nonpast,causative_passive_nonpast,Каузативно-пассивная форма,BASE + CAUSEPASS_H + RU,BASE|CAUSEPASS_H|RU,,0,,0,0,1
causative_passive_past,Побудительно-страдательная (каузативно-пассивная) форма — прошедшая,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,past,утвердительная,прошедшее,простая,побудительно-страдательный,,стандартная,1,,食べさせられた,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,вынужденно|прошлое,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+TA,BASE|CAUSEPASS_M|TA,BASE|CAUSEPASS_H|TA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaserareta,行|kaserare|ta,行|ka|se|ra|re|ta,causative_passive,causative_passive|вынужденно|прошлое,causative_passive_past,causative_passive_past,Каузативно-пассивная форма — прошедшая,BASE + CAUSEPASS_H + TA,BASE|CAUSEPASS_H|TA,,0,,0,0,1
causative_passive_negative,Побудительно-страдательная (каузативно-пассивная) форма — отрицательная,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,negative,отрицательная,непрошедшее,простая,побудительно-страдательный,,стандартная,1,,食べさせられない,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,не|вынужденно,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+NAI,BASE|CAUSEPASS_M|NAI,BASE|CAUSEPASS_H|NAI,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaserarenai,行|kaserare|nai,行|ka|se|ra|re|nai,causative_passive,causative_passive|не|вынужденно,causative_passive_negative,causative_passive_negative,Каузативно-пассивная форма — отрицательная,BASE + CAUSEPASS_H + NAI,BASE|CAUSEPASS_H|NAI,,0,,0,0,1
causative_passive_negative_past,Побудительно-страдательная (каузативно-пассивная) форма — отрицательная прошедшая,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,negative_past,отрицательная,прошедшее,простая,побудительно-страдательный,,стандартная,1,,食べさせられなかった,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,не|вынужденно|прошлое,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+NAKATTA,BASE|CAUSEPASS_M|NAKATTA,BASE|CAUSEPASS_H|NAKATTA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaserarenakatta,行|kaserare|nakatta,行|ka|se|ra|re|nakatta,causative_passive,causative_passive|не|вынужденно|прошлое,causative_passive_negative_past,causative_passive_negative_past,Каузативно-пассивная форма — отрицательная прошедшая,BASE + CAUSEPASS_H + NAKATTA,BASE|CAUSEPASS_H|NAKATTA,,0,,0,0,1
causative_passive_masu,Побудительно-страдательная (каузативно-пассивная) форма — вежливая,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,masu,утвердительная,непрошедшее,вежливая,побудительно-страдательный,,стандартная,1,,食べさせられます,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,вынужденно|вежливо,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+MASU,BASE|CAUSEPASS_M|MASU,BASE|CAUSEPASS_H|MASU,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaseraremasu,行|kaserare|masu,行|ka|se|ra|re|masu,causative_passive,causative_passive|вынужденно|вежливо,causative_passive_masu,causative_passive_masu,Каузативно-пассивная форма — вежливая,BASE + CAUSEPASS_H + MASU,BASE|CAUSEPASS_H|MASU,,0,,0,0,1
causative_passive_masu_past,Побудительно-страдательная (каузативно-пассивная) форма — вежливая прошедшая,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,masu_past,утвердительная,прошедшее,вежливая,побудительно-страдательный,,стандартная,1,,食べさせられました,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,вынужденно|прошлое|вежливо,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+MASHITA,BASE|CAUSEPASS_M|MASHITA,BASE|CAUSEPASS_H|MASHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaseraremashita,行|kaserare|mashita,行|ka|se|ra|re|mashita,causative_passive,causative_passive|вынужденно|прошлое|вежливо,causative_passive_masu_past,causative_passive_masu_past,Каузативно-пассивная форма — вежливая прошедшая,BASE + CAUSEPASS_H + MASHITA,BASE|CAUSEPASS_H|MASHITA,,0,,0,0,1
causative_passive_masu_negative,Побудительно-страдательная (каузативно-пассивная) форма — вежливая отрицательная,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,masu_negative,отрицательная,непрошедшее,вежливая,побудительно-страдательный,,стандартная,1,,食べさせられません,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,не|вынужденно|вежливо,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+MASEN,BASE|CAUSEPASS_M|MASEN,BASE|CAUSEPASS_H|MASEN,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaseraremasen,行|kaserare|masen,行|ka|se|ra|re|masen,causative_passive,causative_passive|не|вынужденно|вежливо,causative_passive_masu_negative,causative_passive_masu_negative,Каузативно-пассивная форма — вежливая отрицательная,BASE + CAUSEPASS_H + MASEN,BASE|CAUSEPASS_H|MASEN,,0,,0,0,1
causative_passive_masu_negative_past,Побудительно-страдательная (каузативно-пассивная) форма — вежливая отрицательная прошедшая,causative_passive,побудительно_страдательная_словарная,ichidan_conjugate,masu_negative_past,отрицательная,прошедшее,вежливая,побудительно-страдательный,,стандартная,1,,食べさせられませんでした,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,не|вынужденно|прошлое|вежливо,,context,ru_causative_passive_hint,{ru_causative_passive_hint},,1,,BASE|CAUSEPASS_M+MASEN+DESHITA,BASE|CAUSEPASS_M|MASEN+DESHITA,BASE|CAUSEPASS_H|MASEN|DESHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kaseraremasendeshita,行|kaserare|masendeshita,行|ka|se|ra|re|masen|deshita,causative_passive,causative_passive|не|вынужденно|прошлое|вежливо,causative_passive_masu_negative_past,causative_passive_masu_negative_past,Каузативно-пассивная форма — вежливая отрицательная прошедшая,BASE + CAUSEPASS_H + MASEN + DESHITA,BASE|CAUSEPASS_H|MASEN|DESHITA,,0,,0,0,1
potential_ranuki,Разговорная потенциальная форма без ら (ら抜き),potential,потенциальная_разг_без_ra,identity,,утвердительная,непрошедшее,простая,потенциальный,,разговорная,0,Допустима как разговорный вариант; для стандартного учебного ответа лучше форма 食べられる.,食べれる,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,могу|разговорное,смогу|разговорное,natural,ru_inf_pf,могу {ru_inf_pf},смогу {ru_inf_pf},0,,BASE|RANUKI_M+RU,BASE|RANUKI_M|RU,BASE|RANUKI_H|RU,3,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|ru,行|ru,行|ru,ability,ability|affirmative|nonpast|plain,potential_ranuki,potential_ranuki,"Потенциальная, разговорная · ら抜き",BASE + RANUKI_H + RU,BASE|RANUKI_H|RU,potential_nonpast,1,Стандартная потенциальная форма также принимается. Разговорный ら抜き-вариант доступен не для всех глаголов.,0,1,1
potential_ranuki_negative,Разговорная потенциальная без ら — отрицательная,potential,потенциальная_разг_без_ra,ichidan_conjugate,negative,отрицательная,непрошедшее,простая,потенциальный,,разговорная,0,,食べれない,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,не|могу|разговорное,не|смогу|разговорное,natural,ru_inf_pf,не могу {ru_inf_pf},не смогу {ru_inf_pf},0,,BASE|RANUKI_M+NAI,BASE|RANUKI_M|NAI,BASE|RANUKI_H|NAI,3,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|nai,行|nai,行|nai,ability,ability|negative|nonpast|plain,potential_ranuki_negative,potential_ranuki_negative,"Потенциальная отрицательная, разговорная · ら抜き",BASE + RANUKI_H + NAI,BASE|RANUKI_H|NAI,potential_negative,1,Стандартная отрицательная потенциальная форма также принимается.,0,1,1
imperative,Повелительная форма (императив),наклонение,повелительная,identity,,утвердительная,—,простая,действительный,,стандартная,1,,食べろ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,приказ,,natural,ru_imperative_2sg,{ru_imperative_2sg}!,,0,,BASE|IMP_M,BASE|IMP_M,BASE|IMP_H,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|ke,行|ke,行|ke,command,command|приказ,imperative,imperative,Повелительная форма,BASE + IMP_H,BASE|IMP_H,,0,,0,0,1
negative_imperative,Запретительная форма 〜な,наклонение,запретительная,identity,,отрицательная,—,простая,действительный,,стандартная,1,,食べるな,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,не|запрет,,natural,ru_imperative_2sg,не {ru_imperative_2sg}!,,0,,BASE|DICT_M+NA_IMP,BASE|DICT_M|NA_IMP,BASE|DICT_H|NA_IMP,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kuna,行|ku|na,行|ku|na,prohibition,prohibition|не|запрет,negative_imperative,negative_imperative,Запрет · 〜な,BASE + DICT_H + NA_IMP,BASE|DICT_H|NA_IMP,,0,,0,0,1
volitional,Волевая форма,наклонение,волевая,identity,,утвердительная,—,простая,действительный,,стандартная,1,,食べよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,давай,,natural,ru_1pl_pf,давай {ru_1pl_pf},,0,,BASE|VOL_M,BASE|VOL_M,BASE|VOL_H,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kou,行|kou,行|ko|u,invitation_volitional,invitation_volitional|давай,volitional,volitional,Волевая форма,BASE + VOL_H,BASE|VOL_H,,0,,0,0,1
tai_nonpast,Форма желания 〜たい,желание,tai_база,identity,,утвердительная,непрошедшее,простая,действительный,〜たい,стандартная,1,,食べたい,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хочу,,natural,ru_inf_pf,хочу {ru_inf_pf},,0,,BASE|MASU_LINK+TAI,BASE|MASU_LINK|TAI,BASE|MASU_LINK|TAI,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitai,行|ki|tai,行|ki|tai,desire,desire|хочу,tai_nonpast,tai_nonpast,Желание · 〜たい,BASE + MASU_LINK + TAI,BASE|MASU_LINK|TAI,,0,,0,0,1
tai_past,Форма желания 〜たい — прошедшая,желание,tai_база,replace_suffix,たい→たかった,утвердительная,прошедшее,простая,действительный,〜たい,стандартная,1,,食べたかった,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,хотел(а),,natural,ru_inf_pf,хотел(а) {ru_inf_pf},,0,,BASE|MASU_LINK+TAKATTA,BASE|MASU_LINK|TAKATTA,BASE|MASU_LINK|TAKATTA,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakatta,行|ki|takatta,行|ki|takatta,desire,desire|хотел(а),tai_past,tai_past,Желание · 〜たかった,BASE + MASU_LINK + TAKATTA,BASE|MASU_LINK|TAKATTA,,0,,0,0,1
tai_negative,Форма желания 〜たい — отрицательная,желание,tai_база,replace_suffix,たい→たくない,отрицательная,непрошедшее,простая,действительный,〜たい,стандартная,1,,食べたくない,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,не|хочу,,natural,ru_inf_ipf,не хочу {ru_inf_ipf},,0,,BASE|MASU_LINK+TAKUNAI,BASE|MASU_LINK|TAKUNAI,BASE|MASU_LINK|TAKUNAI,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakunai,行|ki|takunai,行|ki|takunai,desire,desire|не|хочу,tai_negative,tai_negative,"Желание, отрицание · 〜たくない",BASE + MASU_LINK + TAKUNAI,BASE|MASU_LINK|TAKUNAI,,0,,0,0,1
tai_negative_past,Форма желания 〜たい — отрицательная прошедшая,желание,tai_база,replace_suffix,たい→たくなかった,отрицательная,прошедшее,простая,действительный,〜たい,стандартная,1,,食べたくなかった,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,не|хотел(а),,natural,ru_inf_ipf,не хотел(а) {ru_inf_ipf},,0,,BASE|MASU_LINK+TAKUNAKATTA,BASE|MASU_LINK|TAKUNAKATTA,BASE|MASU_LINK|TAKUNAKATTA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakunakatta,行|ki|takunakatta,行|ki|takunakatta,desire,desire|не|хотел(а),tai_negative_past,tai_negative_past,"Желание, отрицательная прошедшая · 〜たくなかった",BASE + MASU_LINK + TAKUNAKATTA,BASE|MASU_LINK|TAKUNAKATTA,,0,,0,0,1
tai_te,Форма желания 〜たい — соединительная 〜たくて,желание,tai_база,replace_suffix,たい→たくて,утвердительная,—,простая,действительный,〜たい,стандартная,1,,食べたくて,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,хочу|и / потому что,,context,ru_inf_pf,"хочу {ru_inf_pf}, и…",,1,,BASE|MASU_LINK+TAKUTE,BASE|MASU_LINK|TAKUTE,BASE|MASU_LINK|TAKUTE,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakute,行|ki|takute,行|ki|takute,desire,desire|хочу|и / потому что,tai_te,tai_te,"Желание, соединительная · 〜たくて",BASE + MASU_LINK + TAKUTE,BASE|MASU_LINK|TAKUTE,,0,,0,0,1
